universe,quality,pullback,trigger,hold,exit,n,wr,exp,avg_w,avg_l,score
mid,rs_pos,touch50,immed,10,target15,3688,0.4867136659436009,-0.000959592873962307,0.04954545968615888,-0.04885001513778562,-0.05827502525185276
small,above50+rs,dn10,gapup,10,target15,161,0.5341614906832298,-0.00459412596277346,0.12046706354275599,-0.14799762326244723,-0.05829292350924335
small,above200+rs,touch200,gapup,5,target10,266,0.462406015037594,-0.0035752296120595876,0.021281651784424253,-0.024955624099944288,-0.058310230347685135
large,above200+rs,dn15,gapup,5,target10,72,0.5833333333333334,-0.006873537083325507,0.07380876038226758,-0.11982875353515582,-0.058323896188280024
mid,above50+rs,dn10,gapup,2,target10,124,0.45161290322580644,-0.005243751781475893,0.05706477556397005,-0.05655665665419609,-0.05839194859285583
large,none,touch200,volexp,2,target15,570,0.4842105263157895,-0.00244647527870623,0.026935517568663934,-0.030029570604808833,-0.05840879672543181
small,above50+rs,touch21,gapup,5,target15,813,0.4907749077490775,-0.002059876778389939,0.020625800899994207,-0.023923609613354376,-0.05873358557220938
small,above200+rs,dn8,volexp,10,target10,384,0.5859375,-0.002999714808507567,0.08540166470822584,-0.12809600657746992,-0.05878216523771272
small,above50+rs,touch21,volexp,20,target15,850,0.49529411764705883,-0.002016576747773604,0.05203657879395498,-0.05506174803697579,-0.058792810042657344
mid,above200+rs,dn15,gapup,5,target15,78,0.46153846153846156,-0.006658678982903689,0.09239095133568292,-0.09155836211312078,-0.05880786046264852
small,above21,touch21,gapup,10,target10,2690,0.49925650557620815,-0.0011343325338092382,0.02232170272332738,-0.02452071364021939,-0.05883239498460226
small,rs_pos,dn10,gapup,20,target15,400,0.555,-0.0029439071335660193,0.12359462736983055,-0.16076162994117302,-0.05887814267132038
large,above21,dn10,gapup,2,target10,79,0.4936708860759494,-0.006628996396328155,0.06606129521259697,-0.07750203071503015,-0.05891980876224907
small,above50+rs,dn15,volexp,5,target10,72,0.5694444444444444,-0.006964934556033659,0.09519857861816956,-0.14208441972191535,-0.05909942946110299
small,above200+rs,touch21,volexp,5,target15,865,0.49942196531791905,-0.0020105861709125853,0.030910082991303378,-0.0348552260740934,-0.05913311330654902
mid,above200,dn5,volexp,10,target10,1159,0.5280414150129422,-0.0017398052933308723,0.07004595862648205,-0.08205587022738116,-0.05923008635512665
small,above50,touch50,gapup,5,target10,1792,0.49107142857142855,-0.0014030285449128763,0.016424235343230377,-0.018604774401893207,-0.0593930337946286
large,above200,dn8,gapup,10,target15,413,0.5012106537530266,-0.0029244627953088453,0.0811316650208337,-0.08738863006686956,-0.05943210690185182
small,above200,dn10,immed,2,target10,3690,0.491869918699187,-0.0009792065329436235,0.057296787833381324,-0.05739036907954617,-0.05948226333999447
mid,above200+rs,dn15,immed,20,target15,850,0.5505882352941176,-0.0020406144089733045,0.13346502431319532,-0.16805275818377677,-0.059493622273257565
small,above200+rs,dn15,volexp,5,target15,113,0.4690265486725664,-0.005602480402204324,0.11835700515177143,-0.11510002597488288,-0.05955518358842023
small,above50,vwap,gapup,5,trail5,3766,0.45379713223579393,-0.0009706068739460191,0.028963473699641907,-0.025840487136591508,-0.05956395413609861
small,rs_pos,touch21,gapup,10,trail5,984,0.4654471544715447,-0.0018996953388451861,0.025735223843316533,-0.02596203941760957,-0.0595911142901628
small,above200+rs,touch21,volexp,5,target10,868,0.5046082949308756,-0.0020277373227522446,0.03010792089367496,-0.03476126825018274,-0.059740872007960834
small,above200+rs,touch21,volexp,10,time,813,0.5018450184501845,-0.0020957010980542216,0.03988059676275118,-0.044382934498569296,-0.05975504994650703
mid,above50+rs,touch21,volexp,2,trail5,720,0.45,-0.0022305807503222017,0.026954845921424612,-0.026109566209024136,-0.05985276224427515
mid,above200,touch50,gapup,10,trail5,1140,0.4368421052631579,-0.001773707980922742,0.024122466569581818,-0.021861394781781424,-0.059887274122400115
mid,above200+rs,dn5,immed,2,time,6635,0.480180859080633,-0.000735721951286751,0.04414193372778259,-0.04219127747274658,-0.05992860626637665
small,above200,touch200,immed,5,target10,6618,0.5081595648232095,-0.0007393042425883163,0.018314166323671346,-0.020424963693995764,-0.06014320668417937
small,above200+rs,touch50,volexp,2,time,504,0.49007936507936506,-0.002680046430683645,0.02691951345783923,-0.03112787247140407,-0.06016689314558758
large,none,touch50,volexp,2,target10,891,0.4994388327721661,-0.0020200841506390886,0.03017116601089931,-0.03413915662123233,-0.0602987505535227
small,above50+rs,touch21,gapup,5,target10,814,0.4926289926289926,-0.002116677563188649,0.02040249088152905,-0.023981536028883074,-0.06039026130011425
mid,above200,touch50,volexp,10,time,922,0.46203904555314534,-0.0019946748850235415,0.04191841102876619,-0.03971034948033488,-0.06056721159985881
small,above200,touch50,volexp,2,target15,1455,0.49965635738831615,-0.0015951143192064103,0.01623407009618624,-0.01939980809666583,-0.060844777926259336
mid,above200+rs,touch200,volexp,2,trail5,162,0.4012345679012346,-0.004783498921597634,0.02621055122229073,-0.025552707780904266,-0.060884001454684034
small,above200,touch200,gapup,10,time,1121,0.45495093666369313,-0.0018185796997577382,0.020709229606793916,-0.020622479448270573,-0.060888481763136694
small,none,touch200,gapup,5,target10,1244,0.4702572347266881,-0.0017298535726370796,0.015165194305836393,-0.016727733707549035,-0.06101260007703321
large,above50+rs,touch200,immed,5,target15,720,0.5,-0.002273949226507488,0.03358043137858272,-0.03812832983159771,-0.06101646057424572
small,above21,dn15,immed,10,target15,740,0.5432432432432432,-0.002246747506909909,0.13600788679171227,-0.16667977409876233,-0.06111813991162002
small,above50,dn10,gapup,2,target15,231,0.4329004329004329,-0.004025749991255171,0.08370928734898796,-0.07099906093800563,-0.061186102598327206
small,above50,vwap,immed,10,trail5,15396,0.4402442192777345,-0.0004936975229379821,0.03657795560276455,-0.029650307512031942,-0.06125829422218602
large,rs_pos,touch200,volexp,2,trail5,143,0.3706293706293706,-0.0051248453962120365,0.03546176834335867,-0.02902585126507035,-0.06128423751598633
small,none,touch200,gapup,10,trail5,1245,0.442570281124498,-0.0017405766361927315,0.019818111106605786,-0.018857056385878587,-0.06141547645294878
small,above200,touch200,gapup,10,trail5,1134,0.4400352733686067,-0.0018247439236051953,0.01887485686937219,-0.01809104438926774,-0.06144809922655419
mid,above200+rs,touch200,immed,5,trail5,1259,0.4583002382843527,-0.0017324622567573254,0.02684654268127694,-0.025911473765915353,-0.061471901451806865
small,above200,touch200,immed,20,trail5,6664,0.4492797118847539,-0.0007531328828919791,0.02798011042409473,-0.024193822381834273,-0.06148074254797005
mid,above200,touch200,immed,2,target10,4814,0.5243041130037391,-0.0008878099906184253,0.014751905790243014,-0.018125645200615926,-0.06159891617092992
small,above50+rs,touch21,gapup,20,target10,827,0.5030229746070133,-0.002144798373233981,0.034391472219313,-0.03912554914330586,-0.06167927018967586
mid,above50+rs,dn5,gapup,5,time,472,0.4661016949152542,-0.002849485714454699,0.07553480790595431,-0.0712802182402086,-0.061906675657864424
small,above50+rs,touch21,volexp,10,target15,834,0.5023980815347722,-0.0021455597277424262,0.04057512359838696,-0.04527800867629234,-0.061961744155476034
large,rs_pos,dn8,gapup,2,target15,303,0.48514851485148514,-0.0035629353137314104,0.048667371763380915,-0.05277995544408726,-0.0620196415589433
mid,above200,vwap,immed,10,trail5,14846,0.4291391620638556,-0.0005093084589792748,0.03878373083088693,-0.03004747404195716,-0.06205626277366312
small,above200+rs,dn5,gapup,5,target10,558,0.5448028673835126,-0.002627909641890165,0.05875068357519059,-0.07608890309855375,-0.06207654363730415
small,above50,dn5,gapup,10,target10,661,0.573373676248109,-0.00241453392525368,0.07743066773541638,-0.10972421984509038,-0.06207747469387607
mid,rs_pos,dn15,gapup,2,time,131,0.42748091603053434,-0.005424634477378704,0.07239855946779217,-0.06353261928977294,-0.06208777944913725
small,rs_pos,dn5,volexp,2,target10,1199,0.5229357798165137,-0.0017941494583080882,0.058760703604674114,-0.06817158454657705,-0.06212525864910262
small,above200+rs,touch50,gapup,5,target15,495,0.49292929292929294,-0.0027954702499786463,0.022980923218743045,-0.027853000155827628,-0.06219528671583771
small,above200,dn10,immed,5,time,3705,0.45209176788124156,-0.001022546769439764,0.09822712623522115,-0.0829157498644186,-0.062241103971071556
small,above200+rs,dn10,gapup,5,target15,229,0.5327510917030568,-0.004114161926240376,0.08886662469265734,-0.1101296382580677,-0.0622585672286926
small,above200,vwap,gapup,5,trail5,3685,0.4632293080054274,-0.001025647705323518,0.026047747608768903,-0.024389796239780423,-0.06226112429822837
small,rs_pos,dn8,gapup,10,target10,562,0.5676156583629893,-0.0026284072025168454,0.08153342572084936,-0.11311245947640088,-0.0623104383333984
small,above200,touch200,gapup,10,target10,1122,0.4563279857397504,-0.001860542431852021,0.019757584487172415,-0.02000559322290204,-0.062321228757863036
mid,above200,vwap,immed,10,target10,14595,0.5145597807468311,-0.000516026431529605,0.050837721560221684,-0.054950274479243395,-0.06234103338053207
small,above200,dn5,gapup,5,target15,912,0.5,-0.0020687184765156618,0.06110674621252507,-0.06524418316555639,-0.06247392796351515
mid,above50,vwap,gapup,5,target15,3857,0.5130930775213897,-0.001007994520915002,0.03948100406307811,-0.043674516457934374,-0.06260124794545889
large,above50+rs,dn8,gapup,2,target15,116,0.5086206896551724,-0.005815457861210683,0.058122586490992494,-0.07199694236612275,-0.06263439802313092
large,above50+rs,touch50,immed,5,target10,2069,0.5060415659739005,-0.001377991448144694,0.03063470972158559,-0.03417378217682141,-0.06267967957855126
large,none,touch21,volexp,2,target10,1511,0.4884182660489742,-0.0016132346302745301,0.03013937226957192,-0.03192814264073596,-0.06270898455700735
mid,none,touch200,volexp,2,target15,950,0.5157894736842106,-0.0020354941958760937,0.025467797292179666,-0.03133247860706592,-0.06273814462010334
mid,above200,touch200,volexp,2,target10,637,0.5196232339089482,-0.0024902534013771277,0.017726088513676595,-0.02435825723759537,-0.06285115429294688
mid,none,touch200,immed,2,target15,6466,0.5177853386947108,-0.0007823963958171302,0.019054374193765683,-0.0220824310122133,-0.0629136223812717
large,above200,touch50,volexp,2,time,603,0.4792703150912106,-0.002565952858648026,0.030169498808447253,-0.03269507875607012,-0.06300968803208597
mid,above50,touch50,volexp,2,target15,938,0.5042643923240938,-0.002057869302126597,0.02320160912908398,-0.027751919405271983,-0.06302592203710818
mid,above21,touch21,volexp,2,time,1421,0.5087966220971147,-0.0016769323557800004,0.02671916020962694,-0.03109007694716856,-0.0632138997440413
small,above50,dn15,volexp,20,target10,107,0.7102803738317757,-0.006120263842953992,0.09802578421904613,-0.2614460590917286,-0.06330850146140396
small,none,touch50,immed,2,target10,14419,0.5036410291975865,-0.0005277867633774542,0.018221975491801632,-0.019552625871538765,-0.06337618095052111
mid,above50+rs,dn10,gapup,20,target15,124,0.5241935483870968,-0.0056944485281460195,0.12301161565931712,-0.14748926500585963,-0.06341069516196256
small,above200,touch200,immed,2,target10,6532,0.49739742804654014,-0.0007846217624692307,0.012583153818961067,-0.014013955562063208,-0.06341375022687573
small,none,touch200,gapup,10,target10,1225,0.4620408163265306,-0.0018140710698213488,0.021023256808939385,-0.0214285287016553,-0.0634924874437472
small,none,touch50,gapup,5,target10,2056,0.497568093385214,-0.0014025316963324724,0.01818962642671763,-0.02080502710763959,-0.06359518572463368
large,above50+rs,touch50,volexp,20,trail5,212,0.3584905660377358,-0.0043725465006775885,0.050237469799924425,-0.034889908551014,-0.06366523804184367
small,above200,touch21,gapup,20,time,2157,0.5104311543810849,-0.00137119669029065,0.02681288655533046,-0.030756306210583118,-0.06368319279049943
small,none,touch200,immed,2,target10,8331,0.4986196134917777,-0.0006989948926618524,0.016527613025562857,-0.017830747177149633,-0.06380027780024183
large,above50,dn8,gapup,20,target15,163,0.5460122699386503,-0.004998744378853675,0.12065609365204934,-0.1561241576862911,-0.06381969597635793
large,rs_pos,touch50,immed,2,target10,2786,0.5147164393395549,-0.0012097349514002841,0.02306085142060841,-0.026952353928811866,-0.06385292323968811
small,above200,touch21,gapup,20,target10,2166,0.5166204986149584,-0.0013721624273689266,0.02562519978757076,-0.030226076771702744,-0.06386085803418041
large,above50+rs,touch50,volexp,5,trail5,213,0.40375586854460094,-0.00438220022690935,0.035848143837176404,-0.03162479541991229,-0.0639561067492252
small,above21,dn10,volexp,20,target10,195,0.7282051282051282,-0.004593463066451406,0.09747704489487401,-0.2780653900571724,-0.0641442208921144
large,above200+rs,touch200,immed,2,target15,810,0.5308641975308642,-0.002254867117991941,0.02159198460048174,-0.02923946248363321,-0.06417464322486756
large,none,touch200,volexp,2,target10,570,0.48596491228070177,-0.002690615092054194,0.026202891877544217,-0.030006319633278638,-0.0642375548798846
large,above50+rs,dn8,immed,10,time,953,0.440713536201469,-0.002084330221887176,0.1322317279761537,-0.10792437608150664,-0.064344728980704
large,above21,dn8,gapup,2,time,126,0.47619047619047616,-0.005745496049203759,0.05810621259351559,-0.06379250390622133,-0.06449303319955123
small,none,touch21,gapup,10,trail5,3075,0.46959349593495936,-0.0011647023055240439,0.021639299155399284,-0.021354143206549967,-0.06458586719256812
small,above200+rs,touch21,gapup,5,target15,787,0.4891994917407878,-0.002310405942601327,0.019844520280367036,-0.023528432300419285,-0.06481501996166569
mid,rs_pos,touch200,volexp,2,time,242,0.4132231404958678,-0.004168028359364642,0.04624804497927912,-0.03967230535840953,-0.06483930457586072
small,rs_pos,touch21,volexp,5,target10,1076,0.5,-0.0019768772769665722,0.0322188371800162,-0.036172591733949336,-0.06484639615714172
small,rs_pos,touch21,volexp,10,target10,1006,0.5149105367793241,-0.0020497090404248412,0.038572094157827884,-0.04516875423857015,-0.06501165275011642
mid,above200,touch21,volexp,20,trail5,1432,0.4238826815642458,-0.001718810135274928,0.0365679272522592,-0.029888567219193977,-0.06504282787955415
mid,above50+rs,dn8,gapup,2,target10,204,0.47058823529411764,-0.0045548654587237005,0.047216334386551116,-0.05057370976563465,-0.06505649135023461
mid,above50,dn15,immed,20,target15,653,0.5650842266462481,-0.0025484620589212833,0.14032979352598837,-0.18818957582945534,-0.06512305459161243
small,none,vwap,gapup,2,time,6471,0.49358677175088855,-0.000810204578720496,0.026361227873840036,-0.027293437796138364,-0.06517490294312495
large,above50+rs,touch50,immed,10,trail5,2053,0.415002435460302,-0.0014400194744491558,0.03696323487344427,-0.02868362705513625,-0.06524734436117431
small,above200,touch50,volexp,2,target10,1456,0.5,-0.001711213525187137,0.015977381046291553,-0.01939980809666583,-0.06529574654683575
mid,above200,touch21,immed,2,target10,11781,0.5158305746541041,-0.000602837911948411,0.019160911789321732,-0.02165899270413261,-0.06543221691153231
mid,above50+rs,dn5,volexp,10,target15,490,0.5183673469387755,-0.0029606380218048112,0.0948201116855928,-0.10819924152044463,-0.06553651633338921
small,rs_pos,vwap,gapup,5,trail5,2613,0.4458476846536548,-0.0012826466771866248,0.032310031978062856,-0.028309905401886652,-0.06556570649794743
mid,above200,touch50,immed,5,target10,7358,0.5152215275890187,-0.0007648518452585636,0.02607336228601371,-0.029288448641348604,-0.06560806218711214
small,above200+rs,dn5,gapup,2,target10,566,0.4752650176678445,-0.0027670952375370627,0.04507279364920804,-0.04609682624943751,-0.06583128349301542
mid,above200,touch50,volexp,10,target10,924,0.4772727272727273,-0.0021673384574020546,0.03717515155567016,-0.03808874238238103,-0.0658813853358818
small,rs_pos,touch21,gapup,10,target10,960,0.503125,-0.002127275510997983,0.027896673398154083,-0.032528884154856365,-0.0659112210151205
large,rs_pos,touch200,immed,2,target15,1082,0.5157116451016636,-0.002008291325459677,0.024390336616639734,-0.030119807340138055,-0.0660602697530501
large,above21,dn10,gapup,2,time,79,0.46835443037974683,-0.007439381459444437,0.07074773901207314,-0.0763185113986385,-0.06612266875611514
mid,above200+rs,dn5,gapup,2,target10,692,0.476878612716763,-0.0025151030241101317,0.03619907960862641,-0.03780703746831748,-0.06616203072417327
large,above200+rs,touch200,immed,2,target10,810,0.5320987654320988,-0.0023263732295570848,0.021127296753711014,-0.028997960994170676,-0.06620974283737921
small,rs_pos,dn10,volexp,5,target10,480,0.5479166666666667,-0.003024436000213776,0.08320782947164,-0.10753635221725315,-0.06626207284191138
mid,above50,vwap,immed,2,target15,15148,0.499669923422234,-0.0005385448055202402,0.029296516988226322,-0.030334241166104454,-0.06628259295177218
small,above200,touch200,volexp,5,target10,1002,0.499001996007984,-0.002100512274062343,0.01813588589529968,-0.022256287343148023,-0.0664904212433154
small,above21,touch200,immed,2,target10,4175,0.49365269461077843,-0.0010306408812582387,0.01387561083306566,-0.015563178621665785,-0.06659407716947632
mid,above200,touch21,immed,20,trail5,11873,0.4341783879390213,-0.000612721486902944,0.03628985512294026,-0.028929598894426267,-0.06676415309389883
large,above200,dn8,gapup,5,time,409,0.4767726161369193,-0.0033236171860751566,0.07720885232589879,-0.07670600762922901,-0.06721599780279859
small,above21,touch21,gapup,10,trail5,2726,0.4743213499633162,-0.0012876434176666352,0.02000338732892658,-0.020498601376735044,-0.06722929202892249
small,above21,dn10,immed,2,target10,1948,0.5015400410677618,-0.00152406763282906,0.07484457609768899,-0.07836460823500842,-0.06726648219658596
mid,above200+rs,dn5,volexp,5,target10,692,0.5086705202312138,-0.0025598618748668145,0.06275955252031333,-0.07018466736634744,-0.06733945225742838
small,above50,touch200,gapup,10,time,705,0.44397163120567373,-0.0025398902504030186,0.019443101304546767,-0.020092636058309354,-0.0674387496272364
mid,above50,touch21,volexp,2,time,1403,0.5039201710620099,-0.001801893741247129,0.026863965643211737,-0.030920805501035088,-0.06749288806835904
mid,above50+rs,dn5,gapup,10,target10,486,0.522633744855967,-0.003061735518531128,0.07182041292508853,-0.08504477734904575,-0.0674972077298124
large,rs_pos,touch21,volexp,2,trail5,700,0.44285714285714284,-0.002554505235360394,0.028437763284637003,-0.02718938534099935,-0.06758585575576122
small,above50,dn10,volexp,2,target10,268,0.5373134328358209,-0.004134605832223164,0.07935212834244032,-0.10108694229312272,-0.06768641461877575
mid,above200,touch200,volexp,2,target15,637,0.5180533751962323,-0.0026885507401198916,0.017839409983962627,-0.02475443686046918,-0.0678559528513225
mid,above50+rs,dn5,gapup,10,target15,485,0.4927835051546392,-0.003087300402296933,0.08411957014055,-0.087812674628884,-0.06799073856343274
small,above50,dn15,gapup,5,time,98,0.3673469387755102,-0.00687979792179662,0.23897824408842908,-0.14963608037934706,-0.0681065246917371
small,above21,touch21,immed,10,target15,16110,0.5145251396648045,-0.0005369777849353191,0.030506051422247382,-0.033437587566080625,-0.06815599922084052
small,above50+rs,touch200,gapup,20,trail5,201,0.38308457711442784,-0.004807660098838321,0.03474520093561431,-0.029368710902490366,-0.06816034566240389
mid,above200+rs,touch21,immed,5,target10,6232,0.5139602053915276,-0.0008638981575957909,0.033613096436622504,-0.037321413405295094,-0.06819872730761337
mid,above50+rs,vwap,gapup,5,target10,2504,0.509185303514377,-0.0013648256058237781,0.04054587872979745,-0.04484419747556916,-0.06829585149566449
mid,above50+rs,touch200,immed,5,target15,1121,0.4888492417484389,-0.002040245108092822,0.03750937879990761,-0.03986431823476688,-0.06831013624147876
mid,none,dn15,gapup,5,target10,760,0.531578947368421,-0.0024791638246309394,0.06900788473130841,-0.083604915556652,-0.06834583004626264
small,none,touch21,volexp,2,target10,3146,0.5117609663064209,-0.0012190968399844982,0.022290583405114025,-0.02586140490939115,-0.06837818433644283
small,above200,dn8,gapup,10,target15,482,0.5103734439834025,-0.003115086135702735,0.09801864184342161,-0.10853414157156963,-0.06839015358245985
small,none,dn5,gapup,2,target15,3319,0.47363663754142815,-0.0011878739491936465,0.050008345976650395,-0.04725568031635268,-0.06843432442228745
small,rs_pos,touch21,immed,2,trail5,7633,0.4747805581029739,-0.0007835740162870829,0.018854283317680465,-0.0185355308579679,-0.06845854386626302
small,above200,dn15,immed,20,target10,1867,0.6379217996786288,-0.0015862595589718838,0.0953047619339367,-0.17229218647917027,-0.06854036473639605
large,rs_pos,dn8,gapup,5,target10,300,0.5066666666666667,-0.003962429489970287,0.06738962025816553,-0.07724291301508274,-0.06863129198037772
mid,above200,dn5,volexp,5,target10,1173,0.5174765558397272,-0.002004976266944372,0.05802476095612712,-0.0663831573524645,-0.06866860776056954
small,above50+rs,touch200,gapup,10,time,187,0.42780748663101603,-0.005021934350092864,0.028802167468388307,-0.03031098243867692,-0.06867391938219468
mid,above50,touch50,volexp,2,target10,939,0.5058572949946751,-0.0022442856559093277,0.02258767755251422,-0.027664937647291193,-0.06877188525041188
mid,above200,touch50,immed,5,trail5,7390,0.4875507442489851,-0.0008002772512573995,0.022319455652057934,-0.0227966853977177,-0.06879592129569842
mid,above200+rs,touch50,volexp,10,time,375,0.4266666666666667,-0.0035537423047454267,0.05976167968826266,-0.05067219588093748,-0.068817923814959
large,rs_pos,touch200,immed,5,trail5,1095,0.4410958904109589,-0.0020809495509405106,0.028735719018999815,-0.02640194778506008,-0.06886025255361518
small,above200,dn15,gapup,10,target15,164,0.524390243902439,-0.0053773058382124575,0.12729322738209958,-0.15165507323496671,-0.06886311468949469
small,above50,dn10,immed,10,target15,2836,0.5243300423131171,-0.0012933659375341125,0.1195104401355508,-0.1344551595851822,-0.0688770490917492
mid,rs_pos,dn8,gapup,2,target15,500,0.458,-0.0030880064303626196,0.046966533999268104,-0.04538501660890667,-0.06904992293247288
small,above200+rs,touch21,volexp,10,target15,818,0.5073349633251834,-0.0024147665542827326,0.03830957318591584,-0.044351741720988457,-0.06906401207978208
mid,rs_pos,touch50,immed,10,target10,3699,0.49635036496350365,-0.0011358997495911922,0.0468243912446229,-0.04840111406272972,-0.06908474668049244
small,rs_pos,touch50,immed,20,target10,4363,0.5198258079303232,-0.0010464114911618008,0.04986206695601268,-0.05615878815855642,-0.06911862765961957
small,above50,touch200,gapup,10,target15,705,0.44397163120567373,-0.0026039853130863906,0.01929873383109061,-0.020092636058309354,-0.06914059122608504
mid,above200+rs,dn5,volexp,2,target15,699,0.48354792560801146,-0.002615530057105514,0.05625373558689188,-0.0577341222667208,-0.06915097423938464
large,above50+rs,touch50,volexp,10,trail5,209,0.3923444976076555,-0.004796547638600395,0.04133507664670193,-0.0345823207991893,-0.06934288480526947
mid,above200+rs,dn15,gapup,5,time,78,0.46153846153846156,-0.007855554850563544,0.08979772028908657,-0.09155836211312078,-0.06937838191249901
small,above21,touch21,immed,10,target10,16152,0.5212357602773651,-0.000546072408299339,0.029184403412141534,-0.03291396015332606,-0.06940062574004306
small,above200,touch50,gapup,5,target15,1526,0.46985583224115335,-0.0017793735648811426,0.016064447170707527,-0.017593983536966524,-0.06950953785247807
small,above50+rs,dn10,immed,20,time,1868,0.42505353319057815,-0.0016090293994625725,0.2375294826464239,-0.17840230553022032,-0.06954283885756728
mid,above200+rs,touch200,immed,5,target15,1253,0.49880287310454907,-0.0019672521761928364,0.03311580127337248,-0.03688271142138125,-0.0696362811276817
small,above200+rs,dn5,immed,5,time,6054,0.4641559299636604,-0.000896199774301918,0.0831458618679163,-0.07369465637560685,-0.0697310233014519
small,rs_pos,touch50,volexp,2,time,657,0.4794520547945205,-0.0027233620630606223,0.02871664839288182,-0.03168126643037603,-0.0698052469999369
small,rs_pos,touch21,volexp,2,target10,1104,0.4945652173913043,-0.0021034450087451502,0.024072798942841905,-0.02771675898287872,-0.06989010601591353
small,rs_pos,touch200,volexp,10,trail5,325,0.39384615384615385,-0.003891269772776798,0.037218223832611946,-0.030602006734653745,-0.07015086346204925
large,rs_pos,touch200,immed,2,trail5,1086,0.48066298342541436,-0.0021345222209911037,0.020889651405384044,-0.023444129726253208,-0.07034214264243453
small,none,touch50,volexp,5,target15,2099,0.5183420676512626,-0.0015353794067141028,0.029798868605905728,-0.03525611317301518,-0.07034316915989153
small,above50,touch200,gapup,10,target10,706,0.4447592067988669,-0.002649212776212277,0.019127290174685986,-0.020092636058309354,-0.07039133329859813
small,above200,touch50,gapup,10,target15,1497,0.4635938543754175,-0.0018211403772962838,0.02122100438677327,-0.021735522028932988,-0.0704618957586781
small,above200,touch200,immed,5,target15,6611,0.5053698381485403,-0.0008675805169464845,0.01849322392280222,-0.020648757163185146,-0.07054128541378508
small,above50+rs,touch50,volexp,20,target10,439,0.5170842824601367,-0.003367108910261976,0.042003421640581004,-0.051947818509513674,-0.07054876639286682
mid,rs_pos,dn5,immed,10,target15,8975,0.5156545961002785,-0.0007451789150995035,0.08061276006899327,-0.08736228073667332,-0.070595624858713
large,rs_pos,touch200,immed,2,target10,1083,0.5170821791320406,-0.00214813725931262,0.023813531906083638,-0.02994648282837936,-0.07069297462046314
small,none,touch50,volexp,2,target15,2117,0.49456778460085027,-0.0015385457921358531,0.02355777499085924,-0.026095412950823568,-0.07078982778672552
mid,above50+rs,dn15,gapup,2,time,40,0.3,-0.011232905876179158,0.1230257607534541,-0.06877233443173626,-0.07104313462203093
large,above200+rs,touch200,volexp,20,trail5,102,0.29411764705882354,-0.0070380015153596555,0.044483851684813745,-0.02850544034876524,-0.07108033106057463
small,above200+rs,dn8,volexp,20,target15,388,0.5412371134020618,-0.0036235491647600565,0.12234074107972774,-0.15223310507117827,-0.07137564092307767
small,above50,touch200,immed,10,target15,4343,0.4918259267787244,-0.0010839363381732372,0.029757031651522152,-0.03093273906857168,-0.07143296724746552
small,above21,dn8,immed,2,target10,3075,0.4920325203252032,-0.0012915173858367545,0.07081258816307015,-0.0711337143739905,-0.07161810358142491
mid,rs_pos,touch21,immed,5,target10,7390,0.5128552097428958,-0.000833602563272896,0.03519294250478851,-0.038761548621037534,-0.07166073538227963
small,above50,dn10,volexp,5,target15,257,0.4980544747081712,-0.004471047377304756,0.11711833417207805,-0.12511787558134355,-0.07167634208772558
small,above200,touch50,immed,2,trail5,9664,0.4869619205298013,-0.0007293151376975594,0.012868299266371348,-0.01363580432397192,-0.07169579561733704
small,none,touch21,immed,10,trail5,22341,0.47101741193321695,-0.00048129798555831275,0.027004198973493168,-0.0249549724228657,-0.0719391576466706
mid,above50+rs,touch21,volexp,20,trail5,720,0.3972222222222222,-0.0026919750495523467,0.04433771136976622,-0.03368388821988671,-0.07223327045438895
small,above21,dn5,immed,5,target15,6684,0.48189706762417717,-0.0008845897344640918,0.090734433000716,-0.08610112806250773,-0.07232028280341472
small,above200,dn8,gapup,20,target10,500,0.59,-0.003236971949876107,0.08673321793019932,-0.1327062695821798,-0.07238089321183018
large,above200+rs,touch200,immed,2,time,810,0.5296296296296297,-0.0025439342187634773,0.02119648954973337,-0.029275277517149693,-0.07240163714040279
large,above50+rs,dn10,gapup,5,time,73,0.4794520547945205,-0.008476768936453775,0.09977708380344048,-0.10818426488109321,-0.07242554554125236
mid,above50+rs,touch21,volexp,5,trail5,726,0.4380165289256198,-0.002692818147158449,0.03211687026749759,-0.029823898823287426,-0.07255633473709526
small,above50,dn5,gapup,2,target10,653,0.48545176110260335,-0.002851438562599748,0.05294240603514568,-0.055490274090829815,-0.07286527516733494
small,above50,touch21,immed,10,time,14914,0.5067051092932815,-0.0005978711427699305,0.03358059353696055,-0.035705477175762085,-0.07301375116145338
small,above200,touch21,gapup,20,target15,2158,0.5125115848007414,-0.0015735891759898202,0.02588225289257552,-0.03043876154085034,-0.07309994997920197
mid,above200,touch21,volexp,5,target10,1440,0.5125,-0.001929447193473093,0.030323840939305926,-0.03583675010229206,-0.07321737307673447
small,above200,touch200,volexp,2,target10,994,0.5010060362173038,-0.002322990387759163,0.013610779948867401,-0.01832100979832374,-0.073238696298963
mid,above21,touch21,volexp,2,target15,1422,0.509142053445851,-0.0019424732148574046,0.026158393366845896,-0.03109007694716856,-0.07324952910977307
large,above50,dn5,gapup,5,time,453,0.4856512141280353,-0.003446375639326206,0.06253988764012823,-0.06575100191177247,-0.07335195830000399
small,above200+rs,touch21,gapup,5,target10,788,0.49111675126903553,-0.0026152222717523506,0.01911533497319819,-0.023587106695183425,-0.07341278753846353
